graph,batch_deletions_fraction,batch_insertions_fraction,batch_fraction,sta-t,stap-t,nai-t,naip-t,tra-t,trap-t,fro-t,frop-t,sta-e,stap-e,nai-e,naip-e,tra-e,trap-e,fro-e,frop-e
com-Orkut,0,0.0000001,0.0000001,8758.856642,24507.19099,734.5983185,1515.004337,895.6797398,1599.650142,1465.480486,1425.308966,0.00000372,0.00000448,0.0000001124851734,0.0000002323751038,0.0000001115333801,0.0000002357655764,0.00000009041,0.00000025301
com-Orkut,0,0.000001,0.000001,10380.01455,25888.10966,1376.675324,2272.310075,1537.204056,2456.448575,2865.794923,2270.88961,0.00000372,0.00000448,0.0000003103150251,0.0000004906140326,0.0000003079951244,0.0000004878741486,0.00000027101,0.00000034901
com-Orkut,0,0.00001,0.00001,13975.03732,31618.41132,3028.555477,5029.36286,3039.77973,5499.352905,5713.81104,4930.563784,0.00000373,0.00000448,0.0000009338950276,0.000001335543414,0.000001130374877,0.00000115843113,0.00000049201,0.00000161001
com-Orkut,0,0.0001,0.0001,13192.13695,29607.95509,4712.798986,8703.587448,5260.551299,9049.546778,9477.134923,8411.927446,0.00000376,0.00000447,0.0000008982782909,0.000001209823151,0.0000009714280664,0.000001308058914,0.00000134001,0.00000116001
com-Orkut,0,0.001,0.001,12425.76088,30036.76532,6806.77556,12521.27053,9915.434455,15752.97171,13397.2137,12949.54228,0.000004103997077,0.00000443,0.000001039903835,0.0000014509002,0.0000009783588719,0.000001353489296,0.00000102001,0.00000116001
com-Orkut,0,0.01,0.01,13538.40268,31547.5343,8479.420211,16957.14534,33146.10422,41210.40407,17470.95652,17445.16011,0.000004091998047,0.00000347,0.000001036995914,0.00000100277177,0.000001109987461,0.0000009871441192,0.00000124001,0.00000076701
com-Orkut,0,0.1,0.1,13601.04889,32475.96951,10767.41218,21094.66075,149661.752,159260.1857,22454.69718,22084.8694,0.00000234,0.00000386,0.000001602600044,0.000001625808524,0.000001315721399,0.000001646911915,0.00000130001,0.00000134001
