graph,batch_deletions_fraction,batch_insertions_fraction,batch_fraction,sta-t,stap-t,nai-t,naip-t,tra-t,trap-t,fro-t,frop-t,sta-e,stap-e,nai-e,naip-e,tra-e,trap-e,fro-e,frop-e
kmer_A2a,0,0.0000001,0.0000001,17392.15062,34318.04784,4233.892011,1219.356605,7807.870324,4526.167825,150.8944565,150.3435271,0.000285,0.0000893,0.00000001385474456,0.000000009981289169,0.00000001387380206,0.00000001001384248,0.00000001381,0.00000000845
kmer_A2a,0,0.000001,0.000001,16939.98631,32554.25099,4055.631181,1185.4131,7304.762469,4232.429502,158.8993447,159.4553396,0.000285,0.0000893,0.0000001481899333,0.00000009159386697,0.0000001481899333,0.00000009167513508,0.00000014701,0.00000009051
kmer_A2a,0,0.00001,0.00001,17110.03323,32498.74911,4129.760159,1237.213541,7484.438398,4294.703227,196.3453714,199.6145508,0.000285,0.0000893,0.000001459986301,0.0000008805745011,0.000001459986301,0.0000008807734468,0.00000146001,0.00000088001
kmer_A2a,0,0.0001,0.0001,17212.46824,32890.88059,4353.21594,1445.008329,7691.482254,4544.977822,396.2861559,407.2424883,0.000286,0.0000893,0.00001360488926,0.000008725971104,0.00001453991754,0.000008721966987,0.00001460001,0.00000875001
kmer_A2a,0,0.001,0.001,16909.83648,32934.6202,5076.350283,2208.567911,8664.250758,5476.811127,1828.139633,1257.957274,0.00029,0.00008941999106,0.000102,0.00008521999062,0.000102,0.00007687712253,0.00010200001,0.00008520001
kmer_A2a,0,0.01,0.01,17258.54151,35710.70662,5218.080124,6069.208451,9375.812729,9649.488758,5539.645451,5467.054901,0.000332,0.0000906,0.000887,0.000423,0.000887,0.000423,0.00088700001,0.00042300001
kmer_A2a,0,0.1,0.1,22614.57964,46633.32638,8706.70256,13580.91507,17006.27241,20428.86832,15055.53202,13989.81593,0.000540199852,0.0001834073324,0.002610940379,0.00102,0.002429444069,0.00102,0.00280000001,0.00102000001
