graph,batch_deletions_fraction,batch_insertions_fraction,batch_fraction,sta-t,stap-t,nai-t,naip-t,tra-t,trap-t,fro-t,frop-t,sta-e,stap-e,nai-e,naip-e,tra-e,trap-e,fro-e,frop-e
webbase-2001,0.00000002,0.00000008,0.0000001,27095.73405,29636.21511,5990.83991,1057.57004,8144.48033,3237.131701,677.1070149,334.0493173,0.000000056,0.0000655,0.00000001560070317,0.00000001404338738,0.00000001562199122,0.00000001305307172,0.00000000833,0.00000000947
webbase-2001,0.0000002,0.0000008,0.000001,26564.91399,31816.99784,10452.05105,1150.171292,10336.7933,1610.708087,1844.098363,720.7505547,0.000000056,0.0000655,0.000000008025616282,0.00000001778883653,0.000000008009850214,0.00000001792645566,0.00000000985,0.00000000893
webbase-2001,0.000002,0.000008,0.00001,30789.78026,33101.91078,10363.46873,1815.110448,9428.882347,2054.012818,4032.083873,1442.194233,0.000000056,0.00006545998166,0.00000002713842054,0.00000004716024219,0.00000002717152067,0.00000004600934861,0.00000003821,0.00000002141
webbase-2001,0.00002,0.00008,0.0001,28367.48642,36494.71578,14576.79471,4733.665081,26930.08508,12617.34129,12862.23712,8307.80001,0.0000000562,0.00006539996942,0.00000004309505829,0.0000001941226167,0.00000004307555654,0.0000001606934352,0.00000003611,0.00000012301
webbase-2001,0.0002,0.0008,0.001,36843.01548,35479.78657,16161.0731,10463.72481,20321.31038,10478.89193,29275.61743,15594.93639,0.00000005781998617,0.00006519981633,0.0000001228511483,0.0000002541109952,0.0000001228511483,0.0000002538800284,0.00000008541,0.00000038201
webbase-2001,0.002,0.008,0.01,37389.13039,35999.79436,17709.59729,12297.62168,21793.41378,15433.99002,40614.0951,18955.32876,0.00000006017995349,0.00006173884412,0.0000003144134531,0.0000002659038274,0.0000003144134531,0.0000002653494789,0.00000030101,0.00000027501
webbase-2001,0.02,0.08,0.1,68426.44833,83132.62752,73924.16067,49763.90632,85483.9579,52802.65977,103395.802,47264.46224,0.0000001046589108,0.00002956986745,0.0000001741331704,0.0000003485436925,0.0000001741331704,0.0000003477640029,0.00000014801,0.00000023701
