graph,batch_deletions_fraction,batch_insertions_fraction,batch_fraction,sta-t,stap-t,nai-t,naip-t,tra-t,trap-t,fro-t,frop-t,sta-e,stap-e,nai-e,naip-e,tra-e,trap-e,fro-e,frop-e
indochina-2004,0.00000002,0.00000008,0.0000001,3447.386923,6101.772608,917.466496,673.2613006,1168.599453,936.8797797,154.3375236,519.0700429,0.0000000676,0.000000125,0.000000003703031704,0.0000001375450333,0.000000003846793664,0.0000001339585315,0.00000000112,0.00000011501
indochina-2004,0.0000002,0.0000008,0.000001,3550.972543,6313.595901,1570.817203,774.1015713,1918.233446,1109.928628,447.5247905,751.1370816,0.0000000676,0.000000125,0.00000000628233214,0.0000001424192066,0.00000000628952068,0.0000001406108984,0.00000001451,0.00000013101
indochina-2004,0.000002,0.000008,0.00001,3551.536366,6008.595951,1996.722969,1291.836436,2146.825775,1476.552837,1866.573269,1302.04225,0.0000000676,0.000000125,0.00000001288096315,0.0000001590884067,0.00000001291445739,0.0000001560794261,0.00000001051,0.00000014601
indochina-2004,0.00002,0.00008,0.0001,3587.773939,6803.187368,2715.673631,2284.460581,3573.862875,3075.246223,4061.933238,2214.129947,0.00000006855986594,0.000000125,0.00000001063630224,0.0000001645878424,0.00000001027072162,0.00000016719201,0.00000001311,0.00000017301
indochina-2004,0.0002,0.0008,0.001,3633.952723,7562.217581,3093.375023,2898.170597,12303.88991,11996.81714,5155.815739,2805.088588,0.00000006693614888,0.000000168698912,0.0000000252789357,0.0000001711828826,0.00000002530950685,0.0000001736003052,0.00000001121,0.00000015301
indochina-2004,0.002,0.008,0.01,4146.131444,8455.06636,4235.863212,3890.949485,97833.59575,96687.85097,7199.29001,3827.528855,0.0000001176343956,0.0000001688688868,0.00000002176075174,0.0000002419825306,0.00000002175367341,0.00000022795407,0.00000002861,0.00000018701
indochina-2004,0.02,0.08,0.1,9331.579638,12772.93202,8932.34355,8725.796336,914485.3755,903170.0829,15118.50192,8807.983158,0.00000003456650189,0.0000008495227295,0.00000001769646584,0.0000003185982357,0.00000001769868245,0.0000003167592764,0.00000000466,0.00000019701
