graph,batch_deletions_fraction,batch_insertions_fraction,batch_fraction,sta-t,stap-t,nai-t,naip-t,tra-t,trap-t,fro-t,frop-t,sta-e,stap-e,nai-e,naip-e,tra-e,trap-e,fro-e,frop-e
com-LiveJournal,0.0000001,0,0.0000001,2387.042378,5322.61373,868.7129748,497.3721383,1301.132848,718.0022326,1171.179481,475.6875093,0.00000156,0.00000264,0.000000001364601068,0.0000001989661693,0.000000001373116157,0.0000001995395683,0.000000000986,0.00000015401
com-LiveJournal,0.000001,0,0.000001,2382.40079,6147.945837,1615.872183,745.1024811,1797.611921,775.8803176,2503.281017,735.9812652,0.00000156,0.00000264,0.000000002087691316,0.0000001839400338,0.000000002087691316,0.0000001839400338,0.00000000272,0.00000019401
com-LiveJournal,0.00001,0,0.00001,2289.731617,5937.781578,1641.906503,1039.951196,1739.555867,1096.303739,2881.658331,1036.506663,0.00000156,0.00000264,0.00000001734248758,0.0000001335980336,0.00000001734248758,0.0000001336796679,0.00000001881,0.00000014501
com-LiveJournal,0.0001,0,0.0001,2341.207413,5566.604541,1867.160861,1248.701846,1727.811012,1327.52588,3019.200414,1240.676053,0.00000156,0.00000264,0.0000001835797148,0.0000005081536736,0.0000001835797148,0.0000005087427691,0.00000018001,0.00000049601
com-LiveJournal,0.001,0,0.001,2299.418618,5572.819284,1709.206813,1844.073419,2111.745374,2351.664929,3158.081594,1809.786017,0.00000156,0.00000264,0.000001821589219,0.0000004858508561,0.000001821589219,0.0000004862839428,0.00000179001,0.00000047501
com-LiveJournal,0.01,0,0.01,2869.847376,6759.449045,2033.497808,2961.009059,5424.113827,6201.914731,3898.116743,2906.358577,0.00000155,0.00000262,0.0000179198436,0.0000006750700048,0.0000179198436,0.0000006745517646,0.00001800001,0.00000073601
com-LiveJournal,0.1,0,0.1,2921.00842,7228.808174,2251.43912,3843.305782,22867.80099,24234.41289,4483.262587,3985.792587,0.000001757995439,0.00000239,0.0001161993139,0.0000007007971293,0.0001161993139,0.000000682926929,0.00011700001,0.00000068101
