graph,batch_deletions_fraction,batch_insertions_fraction,batch_fraction,sta-t,stap-t,nai-t,naip-t,tra-t,trap-t,fro-t,frop-t,sta-e,stap-e,nai-e,naip-e,tra-e,trap-e,fro-e,frop-e
kmer_A2a,0.0000001,0,0.0000001,11810.80613,27039.96542,2953.080757,882.2355806,6536.623616,3774.115285,129.1356395,126.1436109,0.000285,0.0000893,0.00000001285310292,0.000000009648612825,0.00000001287141226,0.000000009646552476,0.00000001441,0.00000000906
kmer_A2a,0.000001,0,0.000001,14163.93457,27514.89207,3967.303613,916.6495468,6869.780609,3113.566503,150.8960228,129.8731594,0.000285,0.0000893,0.00000007747665784,0.00000007224382377,0.00000007747296427,0.00000007229648626,0.00000006971,0.00000004671
kmer_A2a,0.00001,0,0.00001,10982.51499,25127.35301,4414.834533,907.9102748,7009.571722,3201.295401,211.73094,172.000685,0.000285,0.0000893,0.0000006554210274,0.0000004913326968,0.0000006556002511,0.0000004913342786,0.00000071101,0.00000047801
kmer_A2a,0.0001,0,0.0001,11438.64908,25125.63299,5749.216113,1011.654253,8512.381891,3403.124022,818.4423294,344.3344503,0.000285,0.0000894,0.00000332996997,0.000004857944875,0.00000332996997,0.000004857944875,0.00000332001,0.00000483001
kmer_A2a,0.001,0,0.001,11143.45278,24025.35376,6302.367647,1925.68349,9029.96878,4033.211528,3076.780886,1138.657895,0.000288,0.0000904,0.0000268751711,0.00003935029365,0.0000268751711,0.00003935029365,0.00002560001,0.00004800001
kmer_A2a,0.01,0,0.01,13130.39008,29363.35911,6970.696078,4664.882476,9949.359839,6913.197108,8341.390056,3950.020872,0.000317,0.0000997,0.0002253005445,0.0001977182308,0.0002253005445,0.0002408841986,0.00023700001,0.00026600001
kmer_A2a,0.1,0,0.1,14151.90347,27703.38261,7625.184445,10368.18522,11563.29801,11444.764,14701.77059,8171.925386,0.000396,0.00016,0.001170762401,0.0007655747793,0.001170762401,0.0008478647992,0.00096100001,0.00056300001
