graph,batch_deletions_fraction,batch_insertions_fraction,batch_fraction,sta-t,stap-t,nai-t,naip-t,tra-t,trap-t,fro-t,frop-t,sta-e,stap-e,nai-e,naip-e,tra-e,trap-e,fro-e,frop-e
arabic-2005,0.0000001,0,0.0000001,8444.82401,15447.42734,3510.293141,637.0642913,3805.039079,1027.314761,661.6671601,156.5555142,0.000000181,0.0000004065997048,0.000000001054213479,0.00000004033756608,0.00000000105231048,0.00000003989140602,0.00000000117,0.00000000108
arabic-2005,0.000001,0,0.000001,8042.703915,14564.52741,3924.09582,724.3740437,4218.220063,1063.847318,1529.166972,376.6427083,0.000000181,0.0000004061998032,0.000000003229039536,0.00000004730598879,0.000000003227038353,0.00000004639872919,0.00000000633,0.00000000762
arabic-2005,0.00001,0,0.00001,8255.285286,14626.47659,5740.673562,1232.246723,6109.627292,1540.869811,4282.136059,1059.199225,0.000000181,0.0000004916607224,0.000000003045005097,0.0000000579869057,0.000000003050026511,0.00000005739472776,0.00000000921,0.00000006861
arabic-2005,0.0001,0,0.0001,8000.188832,14625.61756,6134.482471,2059.397799,6456.164591,2281.242782,6678.437525,1955.512636,0.000000181,0.0000006823756085,0.000000005039065061,0.00000007860836526,0.000000005039065061,0.0000000784633603,0.00000000887,0.00000006711
arabic-2005,0.001,0,0.001,7942.02549,14910.4597,7515.573784,3586.633856,8794.661501,4743.835545,9549.056821,3602.931889,0.0000001797984442,0.000002534107088,0.00000001129823011,0.00000006981936657,0.00000001129456542,0.00000006981979851,0.00000000532,0.00000006871
arabic-2005,0.01,0,0.01,7572.978377,15002.96101,7620.700957,5004.908525,17025.1869,14350.37634,11442.24597,5024.805984,0.0000002065945595,0.00002232286565,0.00000004803014971,0.0000001028877032,0.00000004801578233,0.00000009781786543,0.00000004001,0.00000007931
arabic-2005,0.1,0,0.1,7142.345687,14942.38962,8200.494024,6149.290205,101314.2728,99309.38273,13663.50202,6247.683374,0.000000162983645,0.000149358791,0.00000006647397767,0.0000001306669132,0.00000006647397767,0.0000001221315397,0.00000006001,0.00000012001
