graph,batch_deletions_fraction,batch_insertions_fraction,batch_fraction,sta-t,stap-t,nai-t,naip-t,tra-t,trap-t,fro-t,frop-t,sta-e,stap-e,nai-e,naip-e,tra-e,trap-e,fro-e,frop-e
uk-2002,0.0000001,0,0.0000001,5356.469788,7574.790872,1014.04914,332.3554414,1383.979205,668.9549045,100.8177587,39.04394431,0.0000000313,0.00000653,0.00000000169151069,0.00000004824425313,0.00000000169151069,0.00000004688322769,0.000000000914,0.00000000113
uk-2002,0.000001,0,0.000001,5522.832872,7509.404827,2275.01564,465.1557689,2461.327481,604.4106021,630.7726364,163.9836933,0.0000000313,0.00000653,0.000000002731744104,0.00000005433981757,0.000000002731744104,0.00000005291394661,0.00000000522,0.00000001101
uk-2002,0.00001,0,0.00001,5242.977995,7642.974611,2490.259081,631.1421379,2673.67708,781.2543789,1557.430944,452.6509892,0.0000000313,0.000006573779618,0.00000000563780244,0.00000006366976149,0.00000000563780244,0.00000006239932541,0.00000000509,0.00000004461
uk-2002,0.0001,0,0.0001,5768.583193,7543.643361,3584.704714,1258.198216,3732.275496,1424.408734,3638.535366,1181.113758,0.0000000313,0.000007011368745,0.000000008590816244,0.00000006830055335,0.000000008592544083,0.0000000663936643,0.00000000486,0.00000005631
uk-2002,0.001,0,0.001,5185.411766,7543.537108,3484.746069,1981.012802,3509.025164,2069.112933,4742.979104,1895.964543,0.0000000312599616,0.00001114432676,0.000000029288922,0.00000007020418942,0.000000029288922,0.00000007294788986,0.00000003251,0.00000006031
uk-2002,0.01,0,0.01,5432.249869,7903.640075,4104.521586,2898.994169,4758.554091,3201.71564,6187.428524,2884.000555,0.00000003651992329,0.00005168543072,0.0000001268853438,0.00000005613944567,0.0000001268853438,0.00000005587461199,0.00000015801,0.00000005601
uk-2002,0.1,0,0.1,5920.737856,9154.726674,5097.534397,4115.35208,7274.803097,6148.949107,8554.086061,4170.918844,0.00000004297876094,0.0002875649555,0.0000002075780251,0.00000005450319553,0.0000002075780251,0.00000005773173632,0.00000022101,0.00000005661
